Tax	TotalReads	MeanDamage	AIS1_reads	AIS1_damage	BV1_reads	BV1_damage	BV2_reads	BV2_damage	BV3_reads	BV3_damage	EM1_reads	EM1_damage	EM2_reads	EM2_damage	EM3_reads	EM3_damage	EM4_reads	EM4_damage	LG1_reads	LG1_damage	LG2_reads	LG2_damage	LG3_reads	LG3_damage	LG4_reads	LG4_damage	LG5_reads	LG5_damage	LG6_reads	LG6_damage	LG7_reads	LG7_damage	MA1_reads	MA1_damage	MA2_reads	MA2_damage	MBL1_reads	MBL1_damage	MBL2_reads	MBL2_damage	MV1_reads	MV1_damage	MV2_reads	MV2_damage	NC1_reads	NC1_damage	NC2_reads	NC2_damage	NC3_reads	NC3_damage	NC4_reads	NC4_damage	NC5_reads	NC5_damage	PC1_reads	PC1_damage	PM1_reads	PM1_damage	PM2_reads	PM2_damage	RM1_reads	RM1_damage	RM2_reads	RM2_damage	TaxPath
1710:g__RBG-16-57-9:genus	166	0.094	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	37	0.0	34	0.0	14	0.0	9	0.6	35	0.2	22	0.1429	12	0.0	2	0.0	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	"1710:g__RBG-16-57-9:genus;1709:f__TCS64:family;1708:o__TCS64:order;1707:c__Bathyarchaeia:class;87:p__Thermoproteota:phylum;2:d__Archaea:superkingdom;1:root:no rank"
393639:GB_GCA_016721905.1:subspecies	166	0.043	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	64	0.0	100	0.0714	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	"393639:GB_GCA_016721905.1:subspecies;393637:s__JADKGY01 sp016721905:species;393636:g__JADKGY01:genus;262290:f__Saprospiraceae:family;257280:o__Chitinophagales:order;173791:c__Bacteroidia:class;173790:p__Bacteroidota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
393637:s__JADKGY01 sp016721905:species	166	0.043	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	64	0.0	100	0.0714	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	"393637:s__JADKGY01 sp016721905:species;393636:g__JADKGY01:genus;262290:f__Saprospiraceae:family;257280:o__Chitinophagales:order;173791:c__Bacteroidia:class;173790:p__Bacteroidota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
371617:f__SHVZ01:family	165	0.057	3	0.0	0	NA	0	NA	6	0.3333	0	NA	0	NA	1	0.0	0	NA	8	0.0	9	0.0	0	NA	0	NA	3	0.0	2	0.0	6	0.0	0	NA	0	NA	14	0.0	16	0.1667	23	0.0	38	0.0667	0	NA	0	NA	0	NA	0	NA	0	NA	3	0.0	0	NA	0	NA	6	0.0	27	0.0833	"371617:f__SHVZ01:family;371616:o__SHVZ01:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
371616:o__SHVZ01:order	165	0.057	3	0.0	0	NA	0	NA	6	0.3333	0	NA	0	NA	1	0.0	0	NA	8	0.0	9	0.0	0	NA	0	NA	3	0.0	2	0.0	6	0.0	0	NA	0	NA	14	0.0	16	0.1667	23	0.0	38	0.0667	0	NA	0	NA	0	NA	0	NA	0	NA	3	0.0	0	NA	0	NA	6	0.0	27	0.0833	"371616:o__SHVZ01:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
247318:g__Anoxybacillus:genus	165	0.04	1	0.0	4	0.0	0	NA	1	0.0	0	NA	11	0.0	2	0.0	8	0.0	1	0.0	0	NA	1	0.0	0	NA	7	0.0	3	0.0	0	NA	1	0.0	1	0.0	0	NA	0	NA	0	NA	0	NA	2	0.0	0	NA	6	0.0	37	0.0	68	0.0714	3	0.0	0	NA	5	0.3333	2	0.0	1	0.0	"247318:g__Anoxybacillus:genus;245672:f__Anoxybacillaceae:family;167186:o__Bacillales:order;63358:c__Bacilli:class;63357:p__Bacillota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
486427:RS_GCF_006716675.1:subspecies	165	0.153	0	NA	42	0.1667	73	0.25	10	0.0	0	NA	0	NA	0	NA	0	NA	1	0.0	8	0.0	0	NA	0	NA	1	0.0	2	0.0	8	0.0	0	NA	0	NA	2	0.0	15	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	2	0.0	0	NA	"486427:RS_GCF_006716675.1:subspecies;486426:s__Humibacillus xanthopallidus:species;486425:g__Humibacillus:genus;243063:f__Dermatophilaceae:family;171647:o__Actinomycetales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
486426:s__Humibacillus xanthopallidus:species	165	0.153	0	NA	42	0.1667	73	0.25	10	0.0	0	NA	0	NA	0	NA	0	NA	1	0.0	8	0.0	0	NA	0	NA	1	0.0	2	0.0	8	0.0	0	NA	0	NA	2	0.0	15	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	2	0.0	0	NA	"486426:s__Humibacillus xanthopallidus:species;486425:g__Humibacillus:genus;243063:f__Dermatophilaceae:family;171647:o__Actinomycetales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
425349:RS_GCF_000971475.1:subspecies	165	0.148	0	NA	1	0.0	1	0.0	3	1.0	0	NA	0	NA	2	0.0	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	1	0.0	0	NA	1	0.0	1	0.0	5	0.3333	6	1.0	1	0.0	3	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	78	0.1471	0	NA	7	0.0	54	0.0435	"425349:RS_GCF_000971475.1:subspecies;425348:s__Sulfuricella sp000971475:species;328038:g__Sulfuricella:genus;328037:f__Sulfuricellaceae:family;137197:o__Burkholderiales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
425348:s__Sulfuricella sp000971475:species	165	0.148	0	NA	1	0.0	1	0.0	3	1.0	0	NA	0	NA	2	0.0	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	1	0.0	0	NA	1	0.0	1	0.0	5	0.3333	6	1.0	1	0.0	3	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	78	0.1471	0	NA	7	0.0	54	0.0435	"425348:s__Sulfuricella sp000971475:species;328038:g__Sulfuricella:genus;328037:f__Sulfuricellaceae:family;137197:o__Burkholderiales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
294409:g__AG11:genus	165	0.017	0	NA	0	NA	4	0.0	8	0.0	0	NA	0	NA	0	NA	0	NA	8	0.0	3	0.0	1	0.0	1	0.0	1	0.0	0	NA	14	0.0	1	0.0	0	NA	9	0.0	32	0.0	25	0.0	44	0.0625	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	2	0.0	11	0.0	"294409:g__AG11:genus;277669:f__Gemmatimonadaceae:family;277668:o__Gemmatimonadales:order;264635:c__Gemmatimonadetes:class;264634:p__Gemmatimonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
324102:g__Frigidibacter:genus	165	0.057	0	NA	0	NA	0	NA	2	0.0	0	NA	1	0.0	0	NA	1	0.0	1	0.0	0	NA	0	NA	0	NA	0	NA	4	0.0	1	0.0	0	NA	0	NA	2	0.0	4	0.0	2	0.0	13	0.1111	0	NA	0	NA	6	0.0	0	NA	107	0.025	0	NA	0	NA	0	NA	0	NA	21	0.25	"324102:g__Frigidibacter:genus;198019:f__Rhodobacteraceae:family;198018:o__Rhodobacterales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
477439:RS_GCF_004118265.1:subspecies	165	0.025	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	3	0.0	0	NA	2	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	3	0.0	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	155	0.027	"477439:RS_GCF_004118265.1:subspecies;477438:s__Lacibacter luteus:species;378447:g__Lacibacter:genus;257281:f__Chitinophagaceae:family;257280:o__Chitinophagales:order;173791:c__Bacteroidia:class;173790:p__Bacteroidota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
477438:s__Lacibacter luteus:species	165	0.025	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	3	0.0	0	NA	2	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	3	0.0	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	155	0.027	"477438:s__Lacibacter luteus:species;378447:g__Lacibacter:genus;257281:f__Chitinophagaceae:family;257280:o__Chitinophagales:order;173791:c__Bacteroidia:class;173790:p__Bacteroidota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
441030:RS_GCF_016734815.1:subspecies	165	0.019	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	23	0.0	1	0.0	0	NA	0	NA	1	0.0	134	0.0233	0	NA	0	NA	3	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	0	NA	1	0.0	"441030:RS_GCF_016734815.1:subspecies;441029:s__Hymenobacter rubidus:species;333069:g__Hymenobacter:genus;279895:f__Hymenobacteraceae:family;268144:o__Cytophagales:order;173791:c__Bacteroidia:class;173790:p__Bacteroidota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
441029:s__Hymenobacter rubidus:species	165	0.019	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	23	0.0	1	0.0	0	NA	0	NA	1	0.0	134	0.0233	0	NA	0	NA	3	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	0	NA	1	0.0	"441029:s__Hymenobacter rubidus:species;333069:g__Hymenobacter:genus;279895:f__Hymenobacteraceae:family;268144:o__Cytophagales:order;173791:c__Bacteroidia:class;173790:p__Bacteroidota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
334102:c__UBA6262:class	165	0.059	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	98	0.1	0	NA	12	0.0	6	0.0	5	0.0	9	0.0	0	NA	22	0.0	13	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	"334102:c__UBA6262:class;334101:p__UBA6262:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
334101:p__UBA6262:phylum	165	0.059	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	98	0.1	0	NA	12	0.0	6	0.0	5	0.0	9	0.0	0	NA	22	0.0	13	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	"334101:p__UBA6262:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
448178:GB_GCA_013202895.1:subspecies	165	0.119	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	16	0.0	25	0.1429	45	0.0769	1	0.0	1	0.0	68	0.1852	9	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	"448178:GB_GCA_013202895.1:subspecies;448177:s__JABMPR01 sp013202895:species;263669:g__JABMPR01:genus;263668:f__UBA8477:family;263667:o__UBA8477:order;263666:c__UBA8477:class;261474:p__Marinisomatota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
448177:s__JABMPR01 sp013202895:species	165	0.119	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	16	0.0	25	0.1429	45	0.0769	1	0.0	1	0.0	68	0.1852	9	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	"448177:s__JABMPR01 sp013202895:species;263669:g__JABMPR01:genus;263668:f__UBA8477:family;263667:o__UBA8477:order;263666:c__UBA8477:class;261474:p__Marinisomatota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
473234:GB_GCA_018829095.1:subspecies	165	0.123	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	8	0.25	28	0.2222	119	0.0682	1	0.0	3	0.0	4	1.0	1	0.0	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	"473234:GB_GCA_018829095.1:subspecies;473233:s__JAHJUF01 sp018829095:species;399273:g__JAHJUF01:genus;362853:f__Desulfatibacillaceae:family;271174:o__Desulfobacterales:order;271173:c__Desulfobacteria:class;238248:p__Desulfobacterota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
473233:s__JAHJUF01 sp018829095:species	165	0.123	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	8	0.25	28	0.2222	119	0.0682	1	0.0	3	0.0	4	1.0	1	0.0	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	"473233:s__JAHJUF01 sp018829095:species;399273:g__JAHJUF01:genus;362853:f__Desulfatibacillaceae:family;271174:o__Desulfobacterales:order;271173:c__Desulfobacteria:class;238248:p__Desulfobacterota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
400327:GB_GCA_017886405.1:subspecies	165	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	0	NA	0	NA	6	0.0	157	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	"400327:GB_GCA_017886405.1:subspecies;400326:s__Pseudomonas_E sp017886405:species;154229:g__Pseudomonas_E:genus;108194:f__Pseudomonadaceae:family;108193:o__Pseudomonadales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
400326:s__Pseudomonas_E sp017886405:species	165	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	0	NA	0	NA	6	0.0	157	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	"400326:s__Pseudomonas_E sp017886405:species;154229:g__Pseudomonas_E:genus;108194:f__Pseudomonadaceae:family;108193:o__Pseudomonadales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
276590:RS_GCF_014138435.1:subspecies	164	0.0	8	0.0	0	NA	1	0.0	2	0.0	0	NA	7	0.0	3	0.0	13	0.0	0	NA	3	0.0	0	NA	1	0.0	3	0.0	4	0.0	1	0.0	89	0.0	0	NA	1	0.0	0	NA	1	0.0	1	0.0	0	NA	0	NA	1	0.0	7	0.0	10	0.0	1	0.0	0	NA	0	NA	3	0.0	4	0.0	"276590:RS_GCF_014138435.1:subspecies;276583:s__Methylobacterium fujisawaense:species;251232:g__Methylobacterium:genus;251231:f__Beijerinckiaceae:family;161314:o__Rhizobiales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
276583:s__Methylobacterium fujisawaense:species	164	0.0	8	0.0	0	NA	1	0.0	2	0.0	0	NA	7	0.0	3	0.0	13	0.0	0	NA	3	0.0	0	NA	1	0.0	3	0.0	4	0.0	1	0.0	89	0.0	0	NA	1	0.0	0	NA	1	0.0	1	0.0	0	NA	0	NA	1	0.0	7	0.0	10	0.0	1	0.0	0	NA	0	NA	3	0.0	4	0.0	"276583:s__Methylobacterium fujisawaense:species;251232:g__Methylobacterium:genus;251231:f__Beijerinckiaceae:family;161314:o__Rhizobiales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
294778:o__Ryanbacterales:order	164	0.099	2	0.0	3	0.0	8	0.0	4	0.0	0	NA	0	NA	8	0.0	7	0.0	15	0.0	5	0.0	29	0.25	2	0.0	4	0.0	5	0.0	2	0.0	11	0.0	5	1.0	4	0.0	0	NA	3	0.0	3	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	12	0.3333	0	NA	11	0.0	21	0.0	"294778:o__Ryanbacterales:order;249844:c__Paceibacteria:class;249843:p__Patescibacteria:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
122152:f__Peptostreptococcaceae:family	164	0.006	1	0.0	8	0.0	0	NA	11	0.0	2	0.0	5	0.0	13	0.0	27	0.0	7	0.0	5	0.0	2	0.0	2	0.0	8	0.0	7	0.0	0	NA	8	0.0	4	0.0	0	NA	1	1.0	2	0.0	1	0.0	0	NA	0	NA	1	0.0	4	0.0	5	0.0	5	0.0	1	0.0	0	NA	1	0.0	33	0.0	"122152:f__Peptostreptococcaceae:family;122151:o__Peptostreptococcales:order;122150:c__Clostridia:class;122149:p__Bacillota_A:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
491586:RS_GCF_000024365.1:subspecies	164	0.033	1	0.0	1	0.0	3	0.0	2	0.0	6	0.0	34	0.0667	5	0.3333	28	0.0	0	NA	11	0.0	0	NA	0	NA	0	NA	3	0.5	4	0.0	1	0.0	0	NA	2	0.0	8	0.0	1	0.0	0	NA	0	NA	0	NA	10	0.0	1	0.0	3	0.0	3	0.0	0	NA	0	NA	3	0.0	34	0.0	"491586:RS_GCF_000024365.1:subspecies;491585:s__Nakamurella multipartita:species;360352:g__Nakamurella:genus;360351:f__Nakamurellaceae:family;101057:o__Mycobacteriales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
491585:s__Nakamurella multipartita:species	164	0.033	1	0.0	1	0.0	3	0.0	2	0.0	6	0.0	34	0.0667	5	0.3333	28	0.0	0	NA	11	0.0	0	NA	0	NA	0	NA	3	0.5	4	0.0	1	0.0	0	NA	2	0.0	8	0.0	1	0.0	0	NA	0	NA	0	NA	10	0.0	1	0.0	3	0.0	3	0.0	0	NA	0	NA	3	0.0	34	0.0	"491585:s__Nakamurella multipartita:species;360352:g__Nakamurella:genus;360351:f__Nakamurellaceae:family;101057:o__Mycobacteriales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
500204:GB_GCA_019748095.1:subspecies	164	0.073	0	NA	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	0	NA	0	NA	18	0.0	111	0.0541	0	NA	0	NA	1	0.0	0	NA	6	0.0	22	0.2727	0	NA	0	NA	0	NA	0	NA	1	0.0	1	0.0	0	NA	0	NA	0	NA	2	0.0	"500204:GB_GCA_019748095.1:subspecies;500203:s__Brevundimonas sp019748095:species;256529:g__Brevundimonas:genus;231993:f__Caulobacteraceae:family;231992:o__Caulobacterales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
500203:s__Brevundimonas sp019748095:species	164	0.073	0	NA	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	0	NA	0	NA	18	0.0	111	0.0541	0	NA	0	NA	1	0.0	0	NA	6	0.0	22	0.2727	0	NA	0	NA	0	NA	0	NA	1	0.0	1	0.0	0	NA	0	NA	0	NA	2	0.0	"500203:s__Brevundimonas sp019748095:species;256529:g__Brevundimonas:genus;231993:f__Caulobacteraceae:family;231992:o__Caulobacterales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
316405:f__JADJQN01:family	164	0.065	0	NA	0	NA	0	NA	52	0.0588	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	7	0.0	20	0.3333	20	0.0	60	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	1	1.0	2	0.0	"316405:f__JADJQN01:family;287031:o__Polyangiales:order;287030:c__Polyangia:class;257763:p__Myxococcota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
483622:GB_GCA_009704985.1:subspecies	164	0.053	0	NA	0	NA	0	NA	11	0.0	0	NA	0	NA	1	0.0	4	0.0	5	0.0	10	0.0	0	NA	0	NA	0	NA	2	0.0	3	0.0	0	NA	0	NA	7	0.0	14	0.0	27	0.2308	71	0.0357	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	2	0.0	6	0.0	"483622:GB_GCA_009704985.1:subspecies;483621:s__VFMC01 sp009704985:species;381024:g__VFMC01:genus;265075:f__Ilumatobacteraceae:family;246208:o__Acidimicrobiales:order;245798:c__Acidimicrobiia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
483621:s__VFMC01 sp009704985:species	164	0.053	0	NA	0	NA	0	NA	11	0.0	0	NA	0	NA	1	0.0	4	0.0	5	0.0	10	0.0	0	NA	0	NA	0	NA	2	0.0	3	0.0	0	NA	0	NA	7	0.0	14	0.0	27	0.2308	71	0.0357	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	2	0.0	6	0.0	"483621:s__VFMC01 sp009704985:species;381024:g__VFMC01:genus;265075:f__Ilumatobacteraceae:family;246208:o__Acidimicrobiales:order;245798:c__Acidimicrobiia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
459482:GB_GCA_018333515.1:subspecies	164	0.037	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	16	0.0	41	0.0769	7	0.0	1	0.0	18	0.0	6	0.0	1	0.0	50	0.0588	22	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	1	0.0	"459482:GB_GCA_018333515.1:subspecies;459481:s__Aquicultor sp018333515:species;390074:g__Aquicultor:genus;289384:f__Aquicultoraceae:family;289383:o__Aquicultorales:order;289382:c__Aquicultoria:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
459481:s__Aquicultor sp018333515:species	164	0.037	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	16	0.0	41	0.0769	7	0.0	1	0.0	18	0.0	6	0.0	1	0.0	50	0.0588	22	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	1	0.0	"459481:s__Aquicultor sp018333515:species;390074:g__Aquicultor:genus;289384:f__Aquicultoraceae:family;289383:o__Aquicultorales:order;289382:c__Aquicultoria:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
431705:GB_GCA_004297625.1:subspecies	164	0.09	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	2	1.0	0	NA	1	0.0	0	NA	2	1.0	1	0.0	1	0.0	0	NA	0	NA	7	0.0	18	0.1429	16	0.1111	32	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	15	0.1667	69	0.0571	"431705:GB_GCA_004297625.1:subspecies;431704:s__SCGC-AG-212-J23 sp004297625:species;325081:g__SCGC-AG-212-J23:genus;298638:f__SG8-39:family;137197:o__Burkholderiales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
431704:s__SCGC-AG-212-J23 sp004297625:species	164	0.09	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	2	1.0	0	NA	1	0.0	0	NA	2	1.0	1	0.0	1	0.0	0	NA	0	NA	7	0.0	18	0.1429	16	0.1111	32	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	15	0.1667	69	0.0571	"431704:s__SCGC-AG-212-J23 sp004297625:species;325081:g__SCGC-AG-212-J23:genus;298638:f__SG8-39:family;137197:o__Burkholderiales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
322652:g__CAIYPH01:genus	163	0.051	7	0.0	0	NA	1	0.0	2	0.0	0	NA	0	NA	2	0.0	3	0.0	1	0.0	9	0.0	0	NA	0	NA	0	NA	12	0.0	2	0.0	0	NA	1	0.0	11	0.0	7	0.0	6	0.0	21	0.125	0	NA	0	NA	1	0.0	0	NA	0	NA	1	0.0	0	NA	0	NA	7	0.0	69	0.0824	"322652:g__CAIYPH01:genus;241022:f__Acetobacteraceae:family;241021:o__Acetobacterales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
362575:g__Meiothermus_B:genus	163	0.0	7	0.0	0	NA	0	NA	1	0.0	1	0.0	3	0.0	4	0.0	6	0.0	0	NA	0	NA	0	NA	0	NA	126	0.0	2	0.0	0	NA	1	0.0	0	NA	0	NA	0	NA	1	0.0	1	0.0	0	NA	0	NA	1	0.0	5	0.0	2	0.0	0	NA	0	NA	1	0.0	0	NA	1	0.0	"362575:g__Meiothermus_B:genus;233596:f__Thermaceae:family;233595:o__Deinococcales:order;233594:c__Deinococci:class;233593:p__Deinococcota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
351818:g__Isoptericola:genus	163	0.0	0	NA	5	0.0	6	0.0	10	0.0	1	0.0	1	0.0	1	0.0	4	0.0	6	0.0	21	0.0	0	NA	0	NA	1	0.0	8	0.0	23	0.0	0	NA	0	NA	18	0.0	18	0.0	2	0.0	9	0.0	0	NA	0	NA	1	0.0	2	0.0	2	0.0	12	0.0	0	NA	0	NA	3	0.0	9	0.0	"351818:g__Isoptericola:genus;255237:f__Cellulomonadaceae:family;171647:o__Actinomycetales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
